Antecedent,Consequent,Support,Confidence,Lift,Antecedent_decoded,Consequent_decoded
"(np.int64(18), np.int64(104), np.int64(122))","(np.int64(4),)",0.011778166644232063,0.7582322357019065,2.625084946886692,"('Breakfast & Brunch', 'Italian', 'Mexican')","('American (Traditional)',)"
"(np.int64(24), np.int64(122), np.int64(151))","(np.int64(4),)",0.011293579216583659,0.7579042457091237,2.623949408786038,"('Burgers', 'Mexican', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(3), np.int64(122), np.int64(170))","(np.int64(4),)",0.01010903217122089,0.7578203834510595,2.6236590682532954,"('American (New)', 'Mexican', 'Steakhouses')","('American (Traditional)',)"
"(np.int64(24), np.int64(122), np.int64(138))","(np.int64(4),)",0.012424283214429937,0.7571780147662017,2.62143511589995,"('Burgers', 'Mexican', 'Pizza')","('American (Traditional)',)"
"(np.int64(3), np.int64(18), np.int64(151))","(np.int64(4),)",0.014254946829990577,0.7564285714285715,2.6188404591028323,"('American (New)', 'Breakfast & Brunch', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(3), np.int64(24), np.int64(104))","(np.int64(4),)",0.011953156548660655,0.7563884156729132,2.6187014353779814,"('American (New)', 'Burgers', 'Italian')","('American (Traditional)',)"
"(np.int64(18), np.int64(67))","(np.int64(122),)",0.012128146453089244,0.49806522940851294,2.6154849715670054,"('Breakfast & Brunch', 'Fast Food')","('Mexican',)"
"(np.int64(122), np.int64(170))","(np.int64(138),)",0.01062054112262754,0.4237379162191192,2.61197226982396,"('Mexican', 'Steakhouses')","('Pizza',)"
"(np.int64(83), np.int64(122))","(np.int64(18),)",0.010889756360209987,0.457579185520362,2.610872326598133,"('Grocery', 'Mexican')","('Breakfast & Brunch',)"
"(np.int64(104), np.int64(138), np.int64(151))","(np.int64(4),)",0.01113205007403419,0.7538742023701002,2.609996947249266,"('Italian', 'Pizza', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(122), np.int64(138), np.int64(154))","(np.int64(4),)",0.010876295598330865,0.753731343283582,2.6095023530868353,"('Mexican', 'Pizza', 'Seafood')","('American (Traditional)',)"
"(np.int64(4), np.int64(56))","(np.int64(138),)",0.01118589312155068,0.4231160896130346,2.6081392546757667,"('American (Traditional)', 'Diners')","('Pizza',)"
"(np.int64(122), np.int64(149))","(np.int64(138),)",0.010203257504374747,0.4229910714285714,2.6073686273173386,"('Mexican', 'Salad')","('Pizza',)"
"(np.int64(18), np.int64(83))","(np.int64(122),)",0.010889756360209987,0.49601471489883503,2.60471712517385,"('Breakfast & Brunch', 'Grocery')","('Mexican',)"
"(np.int64(122), np.int64(138), np.int64(151))","(np.int64(4),)",0.012087764167451878,0.7520938023450586,2.6038330028993575,"('Mexican', 'Pizza', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(18), np.int64(104), np.int64(138))","(np.int64(4),)",0.011226275407188046,0.7520288548241659,2.6036081473057737,"('Breakfast & Brunch', 'Italian', 'Pizza')","('American (Traditional)',)"
"(np.int64(43), np.int64(151))","(np.int64(18),)",0.011603176739803473,0.4560846560846561,2.602344784986874,"('Coffee & Tea', 'Sandwiches')","('Breakfast & Brunch',)"
"(np.int64(24), np.int64(43))","(np.int64(18),)",0.011589715977924351,0.4560381355932204,2.602079346637507,"('Burgers', 'Coffee & Tea')","('Breakfast & Brunch',)"
"(np.int64(40), np.int64(151))","(np.int64(122),)",0.011455108359133126,0.49534342258440045,2.6011919745384255,"('Chinese', 'Sandwiches')","('Mexican',)"
"(np.int64(3), np.int64(138), np.int64(154))","(np.int64(4),)",0.01249158702382555,0.7502021018593371,2.5972837238852717,"('American (New)', 'Pizza', 'Seafood')","('American (Traditional)',)"
"(np.int64(3), np.int64(18), np.int64(24))","(np.int64(4),)",0.01370305559294656,0.7501842299189387,2.597221849225369,"('American (New)', 'Breakfast & Brunch', 'Burgers')","('American (Traditional)',)"
"(np.int64(3), np.int64(104), np.int64(138))","(np.int64(4),)",0.014201103782474089,0.749822316986496,2.59596886610713,"('American (New)', 'Italian', 'Pizza')","('American (Traditional)',)"
"(np.int64(3), np.int64(138), np.int64(151))","(np.int64(4),)",0.014228025306232333,0.749645390070922,2.5953563253037935,"('American (New)', 'Pizza', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(18), np.int64(104))","(np.int64(138),)",0.014927984923946695,0.42103264996203493,2.595296678201093,"('Breakfast & Brunch', 'Italian')","('Pizza',)"
"(np.int64(3), np.int64(40))","(np.int64(138),)",0.013272311212814645,0.4199318568994889,2.588511255315552,"('American (New)', 'Chinese')","('Pizza',)"
"(np.int64(104), np.int64(122), np.int64(154))","(np.int64(4),)",0.010485933503836318,0.746168582375479,2.58331922754564,"('Italian', 'Mexican', 'Seafood')","('American (Traditional)',)"
"(np.int64(3), np.int64(18), np.int64(43))","(np.int64(4),)",0.011589715977924351,0.7461005199306759,2.5830835877365046,"('American (New)', 'Breakfast & Brunch', 'Coffee & Tea')","('American (Traditional)',)"
"(np.int64(104), np.int64(138), np.int64(154))","(np.int64(4),)",0.010001346076187911,0.7459839357429718,2.582679960217419,"('Italian', 'Pizza', 'Seafood')","('American (Traditional)',)"
"(np.int64(83), np.int64(138))","(np.int64(18),)",0.01004172836182528,0.4523953911461492,2.5812944399575595,"('Grocery', 'Pizza')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(122), np.int64(151))","(np.int64(4),)",0.012101224929331,0.7454394693200663,2.580794956463218,"('Breakfast & Brunch', 'Mexican', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(40), np.int64(151))","(np.int64(18),)",0.010459011980078073,0.45227008149010484,2.580579443463893,"('Chinese', 'Sandwiches')","('Breakfast & Brunch',)"
"(np.int64(24), np.int64(40))","(np.int64(122),)",0.011468569121012248,0.4913494809688581,2.580218628767687,"('Burgers', 'Chinese')","('Mexican',)"
"(np.int64(151), np.int64(154))","(np.int64(138),)",0.01278772378516624,0.4183179216204315,2.578562761133576,"('Sandwiches', 'Seafood')","('Pizza',)"
"(np.int64(3), np.int64(122), np.int64(151))","(np.int64(4),)",0.014685691210122493,0.7447098976109215,2.578269097470191,"('American (New)', 'Mexican', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(18), np.int64(122), np.int64(154))","(np.int64(4),)",0.01090321712208911,0.743801652892562,2.575124652502024,"('Breakfast & Brunch', 'Mexican', 'Seafood')","('American (Traditional)',)"
"(np.int64(3), np.int64(43), np.int64(122))","(np.int64(4),)",0.011320500740341903,0.7429328621908127,2.5721168017595057,"('American (New)', 'Coffee & Tea', 'Mexican')","('American (Traditional)',)"
"(np.int64(18), np.int64(24), np.int64(122))","(np.int64(4),)",0.012168528738726613,0.742810188989318,2.571692093392508,"('Breakfast & Brunch', 'Burgers', 'Mexican')","('American (Traditional)',)"
"(np.int64(104), np.int64(122), np.int64(138))","(np.int64(4),)",0.011764705882352941,0.7425658453695837,2.570846148406486,"('Italian', 'Mexican', 'Pizza')","('American (Traditional)',)"
"(np.int64(24), np.int64(40))","(np.int64(18),)",0.010512855027594562,0.45040369088812,2.569930122586669,"('Burgers', 'Chinese')","('Breakfast & Brunch',)"
"(np.int64(40), np.int64(104))","(np.int64(122),)",0.011320500740341903,0.48923792902850494,2.5691302571236045,"('Chinese', 'Italian')","('Mexican',)"
"(np.int64(3), np.int64(24), np.int64(122))","(np.int64(4),)",0.01403957463992462,0.7418207681365575,2.5682666075526543,"('American (New)', 'Burgers', 'Mexican')","('American (Traditional)',)"
"(np.int64(3), np.int64(40), np.int64(122))","(np.int64(4),)",0.010983981693363844,0.7418181818181818,2.5682576534286854,"('American (New)', 'Chinese', 'Mexican')","('American (Traditional)',)"
"(np.int64(18), np.int64(122), np.int64(138))","(np.int64(4),)",0.01255889083322116,0.7416534181240063,2.5676872230605103,"('Breakfast & Brunch', 'Mexican', 'Pizza')","('American (Traditional)',)"
"(np.int64(3), np.int64(122), np.int64(154))","(np.int64(4),)",0.013824202449858661,0.7415162454873646,2.567212316024621,"('American (New)', 'Mexican', 'Seafood')","('American (Traditional)',)"
"(np.int64(3), np.int64(104), np.int64(122))","(np.int64(4),)",0.014901063400188451,0.7409638554216867,2.565299879731434,"('American (New)', 'Italian', 'Mexican')","('American (Traditional)',)"
"(np.int64(4), np.int64(39))","(np.int64(138),)",0.01164355902544084,0.416065416065416,2.564678041777278,"('American (Traditional)', 'Chicken Wings')","('Pizza',)"
"(np.int64(24), np.int64(122))","(np.int64(138),)",0.016408668730650156,0.4156154108421412,2.561904154618542,"('Burgers', 'Mexican')","('Pizza',)"
"(np.int64(43), np.int64(138))","(np.int64(18),)",0.01233005788127608,0.4487996080352768,2.560777487015416,"('Coffee & Tea', 'Pizza')","('Breakfast & Brunch',)"
"(np.int64(83), np.int64(138))","(np.int64(122),)",0.010822452550814377,0.4875682231655549,2.5603621473788842,"('Grocery', 'Pizza')","('Mexican',)"
"(np.int64(3), np.int64(122), np.int64(138))","(np.int64(4),)",0.015439493875353346,0.7395228884590588,2.5603110906712407,"('American (New)', 'Mexican', 'Pizza')","('American (Traditional)',)"
"(np.int64(40), np.int64(122))","(np.int64(138),)",0.012639655404495895,0.41530296329057936,2.559978189749182,"('Chinese', 'Mexican')","('Pizza',)"
"(np.int64(24), np.int64(154))","(np.int64(138),)",0.01226275407188047,0.4150341685649203,2.5583213062303294,"('Burgers', 'Seafood')","('Pizza',)"
"(np.int64(3), np.int64(104), np.int64(154))","(np.int64(4),)",0.012868488356440975,0.7382239382239383,2.5558139794322106,"('American (New)', 'Italian', 'Seafood')","('American (Traditional)',)"
"(np.int64(3), np.int64(18), np.int64(138))","(np.int64(4),)",0.014483779781935657,0.7364818617385352,2.5497827154700246,"('American (New)', 'Breakfast & Brunch', 'Pizza')","('American (Traditional)',)"
"(np.int64(18), np.int64(43), np.int64(122))","(np.int64(4),)",0.010149414456858259,0.736328125,2.549250461657657,"('Breakfast & Brunch', 'Coffee & Tea', 'Mexican')","('American (Traditional)',)"
"(np.int64(122), np.int64(151))","(np.int64(138),)",0.016072149683672095,0.41286307053941906,2.5449383928288616,"('Mexican', 'Sandwiches')","('Pizza',)"
"(np.int64(104), np.int64(122))","(np.int64(138),)",0.015843316731727015,0.4125481948825797,2.5429974608220083,"('Italian', 'Mexican')","('Pizza',)"
"(np.int64(24), np.int64(83))","(np.int64(122),)",0.010459011980078073,0.4838107098381071,2.540630355119317,"('Burgers', 'Grocery')","('Mexican',)"
"(np.int64(3), np.int64(24))","(np.int64(138),)",0.017997038632386594,0.41214549938347717,2.540515196581357,"('American (New)', 'Burgers')","('Pizza',)"
"(np.int64(138), np.int64(170))","(np.int64(18),)",0.010055189123704402,0.4446428571428572,2.5370597432521396,"('Pizza', 'Steakhouses')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(170))","(np.int64(138),)",0.010055189123704402,0.4115702479338843,2.5369692763863476,"('Breakfast & Brunch', 'Steakhouses')","('Pizza',)"
"(np.int64(18), np.int64(151))","(np.int64(138),)",0.014820298828913716,0.4114349775784753,2.536135453394037,"('Breakfast & Brunch', 'Sandwiches')","('Pizza',)"
"(np.int64(3), np.int64(149))","(np.int64(138),)",0.011105128550275945,0.41106128550074733,2.533831969785141,"('American (New)', 'Salad')","('Pizza',)"
"(np.int64(43), np.int64(122))","(np.int64(18),)",0.013783820164221295,0.4438664932813178,2.5326299374707446,"('Coffee & Tea', 'Mexican')","('Breakfast & Brunch',)"
"(np.int64(104), np.int64(154))","(np.int64(138),)",0.01340691883160587,0.4107216494845361,2.5317384118989534,"('Italian', 'Seafood')","('Pizza',)"
"(np.int64(104), np.int64(149))","(np.int64(3),)",0.01067438417014403,0.5856720827178729,2.531687363267239,"('Italian', 'Salad')","('American (New)',)"
"(np.int64(24), np.int64(104))","(np.int64(18),)",0.013137703594023421,0.4436363636363636,2.5313168551878227,"('Burgers', 'Italian')","('Breakfast & Brunch',)"
"(np.int64(24), np.int64(170))","(np.int64(122),)",0.01062054112262754,0.4819792302993281,2.5310127248842216,"('Burgers', 'Steakhouses')","('Mexican',)"
"(np.int64(18), np.int64(40))","(np.int64(122),)",0.012370440166913447,0.4803972817564035,2.522705454278873,"('Breakfast & Brunch', 'Chinese')","('Mexican',)"
"(np.int64(3), np.int64(43))","(np.int64(18),)",0.0155337192085072,0.4416379640260237,2.519914312403479,"('American (New)', 'Coffee & Tea')","('Breakfast & Brunch',)"
"(np.int64(122), np.int64(170))","(np.int64(18),)",0.011064746264638579,0.4414607948442535,2.518903413900122,"('Mexican', 'Steakhouses')","('Breakfast & Brunch',)"
"(np.int64(3), np.int64(18), np.int64(154))","(np.int64(4),)",0.013191546641539912,0.7253886010362696,2.5113766041096315,"('American (New)', 'Breakfast & Brunch', 'Seafood')","('American (Traditional)',)"
"(np.int64(3), np.int64(149))","(np.int64(18),)",0.011885852739265042,0.439960139511709,2.51034091891896,"('American (New)', 'Salad')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(149))","(np.int64(122),)",0.010243639790012115,0.47711598746081507,2.5054744262715736,"('Breakfast & Brunch', 'Salad')","('Mexican',)"
"(np.int64(3), np.int64(151))","(np.int64(138),)",0.018979674249562525,0.40575539568345326,2.5011258169037287,"('American (New)', 'Sandwiches')","('Pizza',)"
"(np.int64(40), np.int64(154))","(np.int64(122),)",0.010835913312693499,0.4754873006497342,2.496921719464816,"('Chinese', 'Seafood')","('Mexican',)"
"(np.int64(4), np.int64(40))","(np.int64(138),)",0.015951002826759996,0.404851383669286,2.495553376434721,"('American (Traditional)', 'Chinese')","('Pizza',)"
"(np.int64(83), np.int64(151))","(np.int64(3),)",0.01118589312155068,0.5770833333333333,2.4945607374219323,"('Grocery', 'Sandwiches')","('American (New)',)"
"(np.int64(24), np.int64(151))","(np.int64(18),)",0.01416072149683672,0.4370585791441628,2.493785087912431,"('Burgers', 'Sandwiches')","('Breakfast & Brunch',)"
"(np.int64(3), np.int64(18), np.int64(122))","(np.int64(4),)",0.015789473684210527,0.7196319018404909,2.4914462665546684,"('American (New)', 'Breakfast & Brunch', 'Mexican')","('American (Traditional)',)"
"(np.int64(18), np.int64(24))","(np.int64(138),)",0.014712612733880737,0.4036189069423929,2.487956239358643,"('Breakfast & Brunch', 'Burgers')","('Pizza',)"
"(np.int64(3), np.int64(18), np.int64(104))","(np.int64(4),)",0.014053035401803741,0.718513420509291,2.48757395887945,"('American (New)', 'Breakfast & Brunch', 'Italian')","('American (Traditional)',)"
"(np.int64(40), np.int64(104))","(np.int64(18),)",0.010082110647462646,0.43571844095404305,2.486138477609513,"('Chinese', 'Italian')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(43))","(np.int64(138),)",0.01233005788127608,0.40316901408450706,2.4851830448338887,"('Breakfast & Brunch', 'Coffee & Tea')","('Pizza',)"
"(np.int64(3), np.int64(83))","(np.int64(122),)",0.012060842643693634,0.47282321899736146,2.4829318540548515,"('American (New)', 'Grocery')","('Mexican',)"
"(np.int64(24), np.int64(154))","(np.int64(18),)",0.012814645308924484,0.4337129840546697,2.4746956670830578,"('Burgers', 'Seafood')","('Breakfast & Brunch',)"
"(np.int64(43), np.int64(122))","(np.int64(138),)",0.012464665500067303,0.40138708279150415,2.474199002703356,"('Coffee & Tea', 'Mexican')","('Pizza',)"
"(np.int64(149), np.int64(151))","(np.int64(3),)",0.010930138645847355,0.5722339675828048,2.4735983621393323,"('Salad', 'Sandwiches')","('American (New)',)"
"(np.int64(67), np.int64(151))","(np.int64(122),)",0.01141472607349576,0.46980609418282554,2.4670880566086173,"('Fast Food', 'Sandwiches')","('Mexican',)"
"(np.int64(138), np.int64(170))","(np.int64(122),)",0.01062054112262754,0.46964285714285714,2.4662308515687323,"('Pizza', 'Steakhouses')","('Mexican',)"
"(np.int64(4), np.int64(83))","(np.int64(18),)",0.01393188854489164,0.43142976240100045,2.461667976096031,"('American (Traditional)', 'Grocery')","('Breakfast & Brunch',)"
"(np.int64(83), np.int64(104))","(np.int64(3),)",0.01021671826625387,0.5693923480870218,2.4613148806810687,"('Grocery', 'Italian')","('American (New)',)"
"(np.int64(3), np.int64(40))","(np.int64(122),)",0.014806838067034594,0.4684838160136286,2.4601443904469122,"('American (New)', 'Chinese')","('Mexican',)"
"(np.int64(40), np.int64(138))","(np.int64(122),)",0.012639655404495895,0.46809571286141577,2.458106348234578,"('Chinese', 'Pizza')","('Mexican',)"
"(np.int64(149), np.int64(154))","(np.int64(3),)",0.010593619598869296,0.5686416184971099,2.4580696984842487,"('Salad', 'Seafood')","('American (New)',)"
"(np.int64(24), np.int64(43))","(np.int64(122),)",0.011885852739265042,0.4676906779661017,2.455979392528571,"('Burgers', 'Coffee & Tea')","('Mexican',)"
"(np.int64(43), np.int64(104))","(np.int64(122),)",0.010876295598330865,0.4673221515326778,2.454044153344358,"('Coffee & Tea', 'Italian')","('Mexican',)"
"(np.int64(43), np.int64(154))","(np.int64(122),)",0.010176335980616503,0.4672435105067985,2.4536311865095115,"('Coffee & Tea', 'Seafood')","('Mexican',)"
"(np.int64(43), np.int64(151))","(np.int64(122),)",0.011858931215506798,0.46613756613756613,2.4478235518738805,"('Coffee & Tea', 'Sandwiches')","('Mexican',)"
"(np.int64(3), np.int64(149))","(np.int64(122),)",0.012585812356979404,0.46586945690084697,2.4464156325131774,"('American (New)', 'Salad')","('Mexican',)"
"(np.int64(67), np.int64(138))","(np.int64(122),)",0.012235832548122223,0.4625954198473282,2.429222714388776,"('Fast Food', 'Pizza')","('Mexican',)"
"(np.int64(104), np.int64(151))","(np.int64(18),)",0.013608830259792704,0.42550505050505044,2.4278625347173732,"('Italian', 'Sandwiches')","('Breakfast & Brunch',)"
"(np.int64(3), np.int64(170))","(np.int64(18),)",0.01329923273657289,0.42531209642703405,2.4267615701662333,"('American (New)', 'Steakhouses')","('Breakfast & Brunch',)"
"(np.int64(122), np.int64(149))","(np.int64(18),)",0.010243639790012115,0.4246651785714286,2.4230703622174676,"('Mexican', 'Salad')","('Breakfast & Brunch',)"
"(np.int64(24), np.int64(151))","(np.int64(122),)",0.014901063400188451,0.45990859991690897,2.4151134436860935,"('Burgers', 'Sandwiches')","('Mexican',)"
"(np.int64(3), np.int64(67))","(np.int64(122),)",0.013030017498990442,0.4592030360531309,2.4114083232054213,"('American (New)', 'Fast Food')","('Mexican',)"
"(np.int64(24), np.int64(138))","(np.int64(122),)",0.016408668730650156,0.45878810688746713,2.4092294098162106,"('Burgers', 'Pizza')","('Mexican',)"
"(np.int64(4), np.int64(7))","(np.int64(3),)",0.01084937407457262,0.5570145127850726,2.407809155987609,"('American (Traditional)', 'Asian Fusion')","('American (New)',)"
"(np.int64(24), np.int64(67))","(np.int64(122),)",0.012868488356440975,0.45851318944844127,2.4077857386106385,"('Burgers', 'Fast Food')","('Mexican',)"
"(np.int64(40), np.int64(151))","(np.int64(3),)",0.012868488356440975,0.5564610011641444,2.4054164887981084,"('Chinese', 'Sandwiches')","('American (New)',)"
"(np.int64(24), np.int64(104))","(np.int64(122),)",0.013541526450397093,0.4572727272727273,2.4012717119594904,"('Burgers', 'Italian')","('Mexican',)"
"(np.int64(3), np.int64(173))","(np.int64(18),)",0.010647462646385785,0.4207446808510638,2.4007006405856783,"('American (New)', 'Sushi Bars')","('Breakfast & Brunch',)"
"(np.int64(151), np.int64(154))","(np.int64(18),)",0.01284156683268273,0.42007926023778075,2.396903858914342,"('Sandwiches', 'Seafood')","('Breakfast & Brunch',)"
"(np.int64(4), np.int64(43))","(np.int64(18),)",0.017458608157221698,0.42001295336787564,2.3965255227111735,"('American (Traditional)', 'Coffee & Tea')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(149))","(np.int64(3),)",0.011885852739265042,0.5536050156739811,2.393070907390903,"('Breakfast & Brunch', 'Salad')","('American (New)',)"
"(np.int64(4), np.int64(83))","(np.int64(122),)",0.014699151972001615,0.4551896623593164,2.3903329339558645,"('American (Traditional)', 'Grocery')","('Mexican',)"
"(np.int64(3), np.int64(24))","(np.int64(18),)",0.01826625386996904,0.4183107274969174,2.386812899058832,"('American (New)', 'Burgers')","('Breakfast & Brunch',)"
"(np.int64(104), np.int64(170))","(np.int64(3),)",0.011832009691748554,0.5521356783919598,2.3867193964703066,"('Italian', 'Steakhouses')","('American (New)',)"
"(np.int64(151), np.int64(170))","(np.int64(3),)",0.011576255216045227,0.55198973042362,2.3860885065268667,"('Sandwiches', 'Steakhouses')","('American (New)',)"
"(np.int64(4), np.int64(169))","(np.int64(3),)",0.011091667788396823,0.5519089082384461,2.385739136101138,"('American (Traditional)', 'Specialty Food')","('American (New)',)"
"(np.int64(18), np.int64(104))","(np.int64(3),)",0.01955848701036479,0.5516324981017465,2.3845442967519346,"('Breakfast & Brunch', 'Italian')","('American (New)',)"
"(np.int64(43), np.int64(138))","(np.int64(122),)",0.012464665500067303,0.4536991670749632,2.382505910935111,"('Coffee & Tea', 'Pizza')","('Mexican',)"
"(np.int64(122), np.int64(151))","(np.int64(18),)",0.016233678826221565,0.4170124481327801,2.3794051284012467,"('Mexican', 'Sandwiches')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(170))","(np.int64(122),)",0.011064746264638579,0.4528925619834711,2.3782701936631137,"('Breakfast & Brunch', 'Steakhouses')","('Mexican',)"
"(np.int64(4), np.int64(39))","(np.int64(122),)",0.012653116166375017,0.4521404521404521,2.374320646745896,"('American (Traditional)', 'Chicken Wings')","('Mexican',)"
"(np.int64(3), np.int64(67))","(np.int64(18),)",0.011805088167990307,0.4160341555977229,2.3738231504880822,"('American (New)', 'Fast Food')","('Breakfast & Brunch',)"
"(np.int64(138), np.int64(149))","(np.int64(3),)",0.011105128550275945,0.5485372340425532,2.371164384791183,"('Pizza', 'Salad')","('American (New)',)"
"(np.int64(138), np.int64(151))","(np.int64(18),)",0.014820298828913716,0.41515837104072395,2.3688260664067116,"('Pizza', 'Sandwiches')","('Breakfast & Brunch',)"
"(np.int64(24), np.int64(122))","(np.int64(18),)",0.01638174720689191,0.41493351517217864,2.367543075433268,"('Burgers', 'Mexican')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(43))","(np.int64(122),)",0.013783820164221295,0.4507042253521127,2.3667786033369937,"('Breakfast & Brunch', 'Coffee & Tea')","('Mexican',)"
"(np.int64(18), np.int64(151))","(np.int64(122),)",0.016233678826221565,0.4506726457399103,2.3666127696344055,"('Breakfast & Brunch', 'Sandwiches')","('Mexican',)"
"(np.int64(138), np.int64(151))","(np.int64(122),)",0.016072149683672095,0.4502262443438914,2.36426858643583,"('Pizza', 'Sandwiches')","('Mexican',)"
"(np.int64(104), np.int64(151))","(np.int64(3),)",0.017485529680979942,0.5467171717171716,2.3632967931379425,"('Italian', 'Sandwiches')","('American (New)',)"
"(np.int64(4), np.int64(54))","(np.int64(3),)",0.010795531027056132,0.5466939331970008,2.3631963398816005,"('American (Traditional)', 'Desserts')","('American (New)',)"
"(np.int64(4), np.int64(39))","(np.int64(18),)",0.011589715977924351,0.41414141414141414,2.3630234759267017,"('American (Traditional)', 'Chicken Wings')","('Breakfast & Brunch',)"
"(np.int64(4), np.int64(149))","(np.int64(18),)",0.01335307578408938,0.41402337228714525,2.362349948326576,"('American (Traditional)', 'Salad')","('Breakfast & Brunch',)"
"(np.int64(24), np.int64(154))","(np.int64(122),)",0.013285771974693768,0.4496583143507973,2.3612862213275414,"('Burgers', 'Seafood')","('Mexican',)"
"(np.int64(18), np.int64(24))","(np.int64(122),)",0.01638174720689191,0.44940915805022147,2.3599778293313745,"('Breakfast & Brunch', 'Burgers')","('Mexican',)"
"(np.int64(3), np.int64(40))","(np.int64(18),)",0.013056939022748688,0.41311754684838164,2.3571814558653053,"('American (New)', 'Chinese')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(170))","(np.int64(3),)",0.01329923273657289,0.5443526170798898,2.353075522103166,"('Breakfast & Brunch', 'Steakhouses')","('American (New)',)"
"(np.int64(24), np.int64(149))","(np.int64(3),)",0.01027056131377036,0.5434472934472934,2.3491620755381954,"('Burgers', 'Salad')","('American (New)',)"
"(np.int64(40), np.int64(104))","(np.int64(3),)",0.012572351595100282,0.5433391506689936,2.348694606260883,"('Chinese', 'Italian')","('American (New)',)"
"(np.int64(4), np.int64(149))","(np.int64(122),)",0.014416475972540047,0.44699499165275464,2.3473003414068807,"('American (Traditional)', 'Salad')","('Mexican',)"
"(np.int64(24), np.int64(138))","(np.int64(18),)",0.014712612733880737,0.4113662024840045,2.3471885700873036,"('Burgers', 'Pizza')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(138))","(np.int64(122),)",0.016933638443935927,0.4462575381340901,2.3434277590995656,"('Breakfast & Brunch', 'Pizza')","('Mexican',)"
"(np.int64(138), np.int64(154))","(np.int64(122),)",0.014429936734419169,0.4457380457380457,2.340699753861555,"('Pizza', 'Seafood')","('Mexican',)"
"(np.int64(40), np.int64(138))","(np.int64(18),)",0.011064746264638579,0.4097706879361915,2.338084823869406,"('Chinese', 'Pizza')","('Breakfast & Brunch',)"
"(np.int64(138), np.int64(154))","(np.int64(18),)",0.013258850450935522,0.40956340956340953,2.3369021272247075,"('Pizza', 'Seafood')","('Breakfast & Brunch',)"
"(np.int64(43), np.int64(104))","(np.int64(3),)",0.012572351595100282,0.5401966454598033,2.3351104847671817,"('Coffee & Tea', 'Italian')","('American (New)',)"
"(np.int64(18), np.int64(83))","(np.int64(3),)",0.011858931215506798,0.5401594114040467,2.334949532945806,"('Breakfast & Brunch', 'Grocery')","('American (New)',)"
"(np.int64(83), np.int64(154))","(np.int64(4),)",0.011616637501682596,0.6736924277907885,2.33239866066631,"('Grocery', 'Seafood')","('American (Traditional)',)"
"(np.int64(4), np.int64(10))","(np.int64(3),)",0.011212814645308924,0.53915857605178,2.3306232174378407,"('American (Traditional)', 'Bakeries')","('American (New)',)"
"(np.int64(104), np.int64(151))","(np.int64(122),)",0.014187643020594966,0.4436026936026936,2.3294864004908535,"('Italian', 'Sandwiches')","('Mexican',)"
"(np.int64(4), np.int64(40))","(np.int64(122),)",0.017458608157221698,0.44311581824393576,2.3269296767754284,"('American (Traditional)', 'Chinese')","('Mexican',)"
"(np.int64(40), np.int64(83))","(np.int64(4),)",0.010284022075649482,0.6707638279192274,2.3222595198116975,"('Chinese', 'Grocery')","('American (Traditional)',)"
"(np.int64(3), np.int64(173))","(np.int64(122),)",0.01118589312155068,0.4420212765957447,2.321181921135073,"('American (New)', 'Sushi Bars')","('Mexican',)"
"(np.int64(18), np.int64(39))","(np.int64(4),)",0.011589715977924351,0.6700389105058365,2.3197497745120046,"('Breakfast & Brunch', 'Chicken Wings')","('American (Traditional)',)"
"(np.int64(40), np.int64(122))","(np.int64(18),)",0.012370440166913447,0.4064573197700132,2.3191792846170722,"('Chinese', 'Mexican')","('Breakfast & Brunch',)"
"(np.int64(40), np.int64(43))","(np.int64(3),)",0.010230179028132993,0.535966149506347,2.3168233007579726,"('Chinese', 'Coffee & Tea')","('American (New)',)"
"(np.int64(4), np.int64(106))","(np.int64(122),)",0.011172432359671558,0.440552016985138,2.313466412796063,"('American (Traditional)', 'Japanese')","('Mexican',)"
"(np.int64(104), np.int64(138))","(np.int64(18),)",0.014927984923946695,0.40504017531044556,2.3110932890793396,"('Italian', 'Pizza')","('Breakfast & Brunch',)"
"(np.int64(154), np.int64(170))","(np.int64(122),)",0.010176335980616503,0.440046565774156,2.3108121418931256,"('Seafood', 'Steakhouses')","('Mexican',)"
"(np.int64(4), np.int64(56))","(np.int64(18),)",0.010701305693902275,0.40478615071283097,2.3096438660872667,"('American (Traditional)', 'Diners')","('Breakfast & Brunch',)"
"(np.int64(104), np.int64(154))","(np.int64(3),)",0.017431686633463454,0.534020618556701,2.308413345314635,"('Italian', 'Seafood')","('American (New)',)"
