Antecedent,Consequent,Support,Confidence,Lift,Antecedent_decoded,Consequent_decoded
"(np.int64(4), np.int64(24), np.int64(104))","(np.int64(122),)",0.010310943599407726,0.5695167286245353,2.9906975167538508,"('American (Traditional)', 'Burgers', 'Italian')","('Mexican',)"
"(np.int64(3), np.int64(104), np.int64(138))","(np.int64(122),)",0.010782070265177008,0.5692963752665244,2.9895403773626987,"('American (New)', 'Italian', 'Pizza')","('Mexican',)"
"(np.int64(104), np.int64(138), np.int64(151))","(np.int64(3),)",0.010203257504374747,0.6909753874202369,2.9868824352059464,"('Italian', 'Pizza', 'Sandwiches')","('American (New)',)"
"(np.int64(4), np.int64(138), np.int64(154))","(np.int64(18),)",0.010055189123704402,0.5234758234057463,2.9868678126584403,"('American (Traditional)', 'Pizza', 'Seafood')","('Breakfast & Brunch',)"
"(np.int64(3), np.int64(4), np.int64(151))","(np.int64(18),)",0.014254946829990577,0.5232213438735177,2.9854157938835355,"('American (New)', 'American (Traditional)', 'Sandwiches')","('Breakfast & Brunch',)"
"(np.int64(4), np.int64(18), np.int64(24))","(np.int64(122),)",0.012168528738726613,0.5678391959798995,2.981888306308527,"('American (Traditional)', 'Breakfast & Brunch', 'Burgers')","('Mexican',)"
"(np.int64(3), np.int64(4), np.int64(104))","(np.int64(154),)",0.012868488356440975,0.4598364598364598,2.979611914631539,"('American (New)', 'American (Traditional)', 'Italian')","('Seafood',)"
"(np.int64(4), np.int64(83))","(np.int64(24),)",0.01370305559294656,0.4243434764485202,2.9787845474213897,"('American (Traditional)', 'Grocery')","('Burgers',)"
"(np.int64(4), np.int64(24), np.int64(151))","(np.int64(122),)",0.011293579216583659,0.5668918918918919,2.976913737799438,"('American (Traditional)', 'Burgers', 'Sandwiches')","('Mexican',)"
"(np.int64(4), np.int64(138), np.int64(151))","(np.int64(122),)",0.012087764167451878,0.5665615141955836,2.975178828697951,"('American (Traditional)', 'Pizza', 'Sandwiches')","('Mexican',)"
"(np.int64(122), np.int64(170))","(np.int64(24),)",0.01062054112262754,0.4237379162191192,2.9745336668164386,"('Mexican', 'Steakhouses')","('Burgers',)"
"(np.int64(4), np.int64(138), np.int64(154))","(np.int64(122),)",0.010876295598330865,0.5662228451296426,2.9734003792098074,"('American (Traditional)', 'Pizza', 'Seafood')","('Mexican',)"
"(np.int64(4), np.int64(104), np.int64(151))","(np.int64(122),)",0.010997442455242966,0.5661815661815661,2.9731836114814834,"('American (Traditional)', 'Italian', 'Sandwiches')","('Mexican',)"
"(np.int64(4), np.int64(43), np.int64(151))","(np.int64(3),)",0.010418629694440705,0.6873889875666075,2.971379488323244,"('American (Traditional)', 'Coffee & Tea', 'Sandwiches')","('American (New)',)"
"(np.int64(3), np.int64(4), np.int64(24))","(np.int64(18),)",0.01370305559294656,0.5207161125319694,2.9711213517665134,"('American (New)', 'American (Traditional)', 'Burgers')","('Breakfast & Brunch',)"
"(np.int64(3), np.int64(4), np.int64(18))","(np.int64(138),)",0.014483779781935657,0.4816472694717995,2.9689325961715882,"('American (New)', 'American (Traditional)', 'Breakfast & Brunch')","('Pizza',)"
"(np.int64(4), np.int64(122), np.int64(151))","(np.int64(154),)",0.010135953694979136,0.458029197080292,2.9679013563972867,"('American (Traditional)', 'Mexican', 'Sandwiches')","('Seafood',)"
"(np.int64(4), np.int64(104), np.int64(151))","(np.int64(3),)",0.013312693498452013,0.6853776853776854,2.962685223246145,"('American (Traditional)', 'Italian', 'Sandwiches')","('American (New)',)"
"(np.int64(4), np.int64(18), np.int64(138))","(np.int64(122),)",0.01255889083322116,0.5634057971014492,2.958607242996159,"('American (Traditional)', 'Breakfast & Brunch', 'Pizza')","('Mexican',)"
"(np.int64(4), np.int64(122), np.int64(154))","(np.int64(18),)",0.01090321712208911,0.5182341650671785,2.956959763659039,"('American (Traditional)', 'Mexican', 'Seafood')","('Breakfast & Brunch',)"
"(np.int64(3), np.int64(18), np.int64(104))","(np.int64(122),)",0.011010903217122088,0.5629731589814176,2.956335334751503,"('American (New)', 'Breakfast & Brunch', 'Italian')","('Mexican',)"
"(np.int64(3), np.int64(4), np.int64(43))","(np.int64(122),)",0.011320500740341903,0.5617902471609887,2.950123521707065,"('American (New)', 'American (Traditional)', 'Coffee & Tea')","('Mexican',)"
"(np.int64(4), np.int64(18), np.int64(104))","(np.int64(3),)",0.014053035401803741,0.6814621409921671,2.9457594818054282,"('American (Traditional)', 'Breakfast & Brunch', 'Italian')","('American (New)',)"
"(np.int64(4), np.int64(24), np.int64(154))","(np.int64(122),)",0.01016287521873738,0.5605048255382331,2.943373399960086,"('American (Traditional)', 'Burgers', 'Seafood')","('Mexican',)"
"(np.int64(3), np.int64(4), np.int64(24))","(np.int64(154),)",0.011953156548660655,0.4542199488491049,2.943218491059747,"('American (New)', 'American (Traditional)', 'Burgers')","('Seafood',)"
"(np.int64(67), np.int64(122))","(np.int64(24),)",0.012868488356440975,0.41911442349846556,2.9420779100161587,"('Fast Food', 'Mexican')","('Burgers',)"
"(np.int64(104), np.int64(122), np.int64(138))","(np.int64(3),)",0.010782070265177008,0.6805437553101105,2.941789571860125,"('Italian', 'Mexican', 'Pizza')","('American (New)',)"
"(np.int64(18), np.int64(122), np.int64(151))","(np.int64(3),)",0.011037824740880334,0.6799336650082919,2.939152331750611,"('Breakfast & Brunch', 'Mexican', 'Sandwiches')","('American (New)',)"
"(np.int64(4), np.int64(104), np.int64(154))","(np.int64(3),)",0.012868488356440975,0.6784953867991483,2.9329350800249463,"('American (Traditional)', 'Italian', 'Seafood')","('American (New)',)"
"(np.int64(4), np.int64(151), np.int64(154))","(np.int64(122),)",0.010135953694979136,0.5581912527798369,2.9312241584091385,"('American (Traditional)', 'Sandwiches', 'Seafood')","('Mexican',)"
"(np.int64(4), np.int64(122), np.int64(138))","(np.int64(18),)",0.01255889083322116,0.5132013201320133,2.928243169939114,"('American (Traditional)', 'Mexican', 'Pizza')","('Breakfast & Brunch',)"
"(np.int64(40), np.int64(151))","(np.int64(138),)",0.010983981693363844,0.47497089639115253,2.9277786170676006,"('Chinese', 'Sandwiches')","('Pizza',)"
"(np.int64(4), np.int64(24), np.int64(122))","(np.int64(154),)",0.01016287521873738,0.4512851165570831,2.9242015969494726,"('American (Traditional)', 'Burgers', 'Mexican')","('Seafood',)"
"(np.int64(4), np.int64(18), np.int64(138))","(np.int64(154),)",0.010055189123704402,0.4510869565217391,2.9229175752289573,"('American (Traditional)', 'Breakfast & Brunch', 'Pizza')","('Seafood',)"
"(np.int64(24), np.int64(83))","(np.int64(138),)",0.010243639790012115,0.4738480697384807,2.920857376441398,"('Burgers', 'Grocery')","('Pizza',)"
"(np.int64(4), np.int64(18), np.int64(151))","(np.int64(3),)",0.014254946829990577,0.6740929344366645,2.9139045792679976,"('American (Traditional)', 'Breakfast & Brunch', 'Sandwiches')","('American (New)',)"
"(np.int64(3), np.int64(4), np.int64(154))","(np.int64(138),)",0.01249158702382555,0.4725050916496945,2.912579095474262,"('American (New)', 'American (Traditional)', 'Seafood')","('Pizza',)"
"(np.int64(83), np.int64(122))","(np.int64(151),)",0.010028267599946157,0.4213800904977376,2.910947268279424,"('Grocery', 'Mexican')","('Sandwiches',)"
"(np.int64(3), np.int64(4), np.int64(170))","(np.int64(122),)",0.01010903217122089,0.5542435424354243,2.9104935864513797,"('American (New)', 'American (Traditional)', 'Steakhouses')","('Mexican',)"
"(np.int64(4), np.int64(39))","(np.int64(24),)",0.011576255216045227,0.4136604136604136,2.903792131799313,"('American (Traditional)', 'Chicken Wings')","('Burgers',)"
"(np.int64(4), np.int64(104), np.int64(122))","(np.int64(3),)",0.014901063400188451,0.6717233009708738,2.9036613539582343,"('American (Traditional)', 'Italian', 'Mexican')","('American (New)',)"
"(np.int64(4), np.int64(104), np.int64(154))","(np.int64(122),)",0.010485933503836318,0.552874378992193,2.903303712117765,"('American (Traditional)', 'Italian', 'Seafood')","('Mexican',)"
"(np.int64(4), np.int64(104), np.int64(138))","(np.int64(122),)",0.011764705882352941,0.5524652338811631,2.9011551724769635,"('American (Traditional)', 'Italian', 'Pizza')","('Mexican',)"
"(np.int64(4), np.int64(67))","(np.int64(24),)",0.016166375016825954,0.41328286304198214,2.90114182135395,"('American (Traditional)', 'Fast Food')","('Burgers',)"
"(np.int64(43), np.int64(151))","(np.int64(24),)",0.010512855027594562,0.4132275132275132,2.9007532795683604,"('Coffee & Tea', 'Sandwiches')","('Burgers',)"
"(np.int64(4), np.int64(151), np.int64(154))","(np.int64(3),)",0.012141607214968366,0.6686434395848777,2.8903480232026397,"('American (Traditional)', 'Sandwiches', 'Seafood')","('American (New)',)"
"(np.int64(3), np.int64(4), np.int64(151))","(np.int64(154),)",0.012141607214968366,0.4456521739130434,2.8877017008286083,"('American (New)', 'American (Traditional)', 'Sandwiches')","('Seafood',)"
"(np.int64(4), np.int64(104), np.int64(138))","(np.int64(3),)",0.014201103782474089,0.6668773704171935,2.882713828016601,"('American (Traditional)', 'Italian', 'Pizza')","('American (New)',)"
"(np.int64(4), np.int64(138), np.int64(151))","(np.int64(3),)",0.014228025306232333,0.6668769716088329,2.882712104085895,"('American (Traditional)', 'Pizza', 'Sandwiches')","('American (New)',)"
"(np.int64(24), np.int64(104))","(np.int64(151),)",0.012356979405034324,0.41727272727272724,2.8825730806296175,"('Burgers', 'Italian')","('Sandwiches',)"
"(np.int64(4), np.int64(122), np.int64(138))","(np.int64(154),)",0.010876295598330865,0.4444444444444444,2.8798759509618646,"('American (Traditional)', 'Mexican', 'Pizza')","('Seafood',)"
"(np.int64(122), np.int64(149))","(np.int64(151),)",0.010055189123704402,0.41685267857142855,2.879671330767289,"('Mexican', 'Salad')","('Sandwiches',)"
"(np.int64(18), np.int64(122), np.int64(138))","(np.int64(3),)",0.011266657692825414,0.665341812400636,2.876076064427048,"('Breakfast & Brunch', 'Mexican', 'Pizza')","('American (New)',)"
"(np.int64(4), np.int64(18), np.int64(43))","(np.int64(3),)",0.011589715977924351,0.663839629915189,2.8695825733969156,"('American (Traditional)', 'Breakfast & Brunch', 'Coffee & Tea')","('American (New)',)"
"(np.int64(4), np.int64(122), np.int64(151))","(np.int64(3),)",0.014685691210122493,0.6636253041362531,2.868656106382069,"('American (Traditional)', 'Mexican', 'Sandwiches')","('American (New)',)"
"(np.int64(18), np.int64(40))","(np.int64(24),)",0.010512855027594562,0.40825927861996864,2.8658775213717727,"('Breakfast & Brunch', 'Chinese')","('Burgers',)"
"(np.int64(4), np.int64(122), np.int64(170))","(np.int64(3),)",0.01010903217122089,0.6628420123565754,2.865270167460141,"('American (Traditional)', 'Mexican', 'Steakhouses')","('American (New)',)"
"(np.int64(3), np.int64(4), np.int64(104))","(np.int64(18),)",0.014053035401803741,0.5021645021645021,2.8652688837020635,"('American (New)', 'American (Traditional)', 'Italian')","('Breakfast & Brunch',)"
"(np.int64(24), np.int64(40))","(np.int64(138),)",0.01084937407457262,0.46482122260668973,2.8652147882053582,"('Burgers', 'Chinese')","('Pizza',)"
"(np.int64(3), np.int64(4), np.int64(138))","(np.int64(18),)",0.014483779781935657,0.501865671641791,2.8635638053969776,"('American (New)', 'American (Traditional)', 'Pizza')","('Breakfast & Brunch',)"
"(np.int64(24), np.int64(43))","(np.int64(151),)",0.010512855027594562,0.41366525423728817,2.857652197999641,"('Burgers', 'Coffee & Tea')","('Sandwiches',)"
"(np.int64(4), np.int64(24), np.int64(104))","(np.int64(3),)",0.011953156548660655,0.6602230483271376,2.853949159794196,"('American (Traditional)', 'Burgers', 'Italian')","('American (New)',)"
"(np.int64(4), np.int64(18), np.int64(122))","(np.int64(154),)",0.01090321712208911,0.4402173913043478,2.8524858264282598,"('American (Traditional)', 'Breakfast & Brunch', 'Mexican')","('Seafood',)"
"(np.int64(43), np.int64(138))","(np.int64(151),)",0.011333961502221025,0.4125428711415972,2.8498986327979594,"('Coffee & Tea', 'Pizza')","('Sandwiches',)"
"(np.int64(4), np.int64(24), np.int64(154))","(np.int64(3),)",0.011953156548660655,0.6592427616926504,2.8497116703215988,"('American (Traditional)', 'Burgers', 'Seafood')","('American (New)',)"
"(np.int64(4), np.int64(24), np.int64(151))","(np.int64(3),)",0.0131242428321443,0.6587837837837838,2.8477276444371755,"('American (Traditional)', 'Burgers', 'Sandwiches')","('American (New)',)"
"(np.int64(138), np.int64(154))","(np.int64(104),)",0.01340691883160587,0.4141372141372141,2.847672495210444,"('Pizza', 'Seafood')","('Italian',)"
"(np.int64(3), np.int64(4), np.int64(154))","(np.int64(18),)",0.013191546641539912,0.49898167006109984,2.8471081619692096,"('American (New)', 'American (Traditional)', 'Seafood')","('Breakfast & Brunch',)"
"(np.int64(104), np.int64(151))","(np.int64(138),)",0.014766455781397228,0.46170033670033667,2.8459772663016936,"('Italian', 'Sandwiches')","('Pizza',)"
"(np.int64(138), np.int64(151))","(np.int64(104),)",0.014766455781397228,0.4136500754147813,2.8443228528844973,"('Pizza', 'Sandwiches')","('Italian',)"
"(np.int64(3), np.int64(4), np.int64(18))","(np.int64(154),)",0.013191546641539912,0.43867502238137873,2.842491706298528,"('American (New)', 'American (Traditional)', 'Breakfast & Brunch')","('Seafood',)"
"(np.int64(4), np.int64(122), np.int64(154))","(np.int64(3),)",0.013824202449858661,0.6570697376839412,2.840318329602001,"('American (Traditional)', 'Mexican', 'Seafood')","('American (New)',)"
"(np.int64(4), np.int64(18), np.int64(154))","(np.int64(122),)",0.01090321712208911,0.5396402398401066,2.8338074091836796,"('American (Traditional)', 'Breakfast & Brunch', 'Seafood')","('Mexican',)"
"(np.int64(3), np.int64(4), np.int64(122))","(np.int64(18),)",0.015789473684210527,0.49661303979678245,2.8335931433566026,"('American (New)', 'American (Traditional)', 'Mexican')","('Breakfast & Brunch',)"
"(np.int64(4), np.int64(43), np.int64(122))","(np.int64(3),)",0.011320500740341903,0.6549844236760125,2.8313041332998354,"('American (Traditional)', 'Coffee & Tea', 'Mexican')","('American (New)',)"
"(np.int64(3), np.int64(4), np.int64(151))","(np.int64(122),)",0.014685691210122493,0.5390316205533596,2.8306113727934603,"('American (New)', 'American (Traditional)', 'Sandwiches')","('Mexican',)"
"(np.int64(43), np.int64(138))","(np.int64(24),)",0.011051285502759457,0.40225379715825577,2.8237205509672894,"('Coffee & Tea', 'Pizza')","('Burgers',)"
"(np.int64(4), np.int64(18), np.int64(154))","(np.int64(3),)",0.013191546641539912,0.652898067954697,2.822285433978496,"('American (Traditional)', 'Breakfast & Brunch', 'Seafood')","('American (New)',)"
"(np.int64(40), np.int64(138))","(np.int64(24),)",0.01084937407457262,0.4017946161515454,2.8204972157137207,"('Chinese', 'Pizza')","('Burgers',)"
"(np.int64(67), np.int64(138))","(np.int64(151),)",0.010795531027056132,0.4081424936386769,2.81950026524245,"('Fast Food', 'Pizza')","('Sandwiches',)"
"(np.int64(18), np.int64(83))","(np.int64(138),)",0.01004172836182528,0.457388105456775,2.8193961462316475,"('Breakfast & Brunch', 'Grocery')","('Pizza',)"
"(np.int64(3), np.int64(4), np.int64(122))","(np.int64(154),)",0.013824202449858661,0.434801016088061,2.8173892267930265,"('American (New)', 'American (Traditional)', 'Mexican')","('Seafood',)"
"(np.int64(4), np.int64(43), np.int64(138))","(np.int64(3),)",0.010687844932023153,0.6508196721311476,2.813301142943265,"('American (Traditional)', 'Coffee & Tea', 'Pizza')","('American (New)',)"
"(np.int64(3), np.int64(40))","(np.int64(151),)",0.012868488356440975,0.4071550255536627,2.812678710096857,"('American (New)', 'Chinese')","('Sandwiches',)"
"(np.int64(40), np.int64(104))","(np.int64(138),)",0.010553237313231928,0.4560791157649796,2.811327373894817,"('Chinese', 'Italian')","('Pizza',)"
"(np.int64(4), np.int64(138), np.int64(154))","(np.int64(3),)",0.01249158702382555,0.6503153468815698,2.8111210939038647,"('American (Traditional)', 'Pizza', 'Seafood')","('American (New)',)"
"(np.int64(40), np.int64(138))","(np.int64(151),)",0.010983981693363844,0.4067796610169492,2.810085644127688,"('Chinese', 'Pizza')","('Sandwiches',)"
"(np.int64(3), np.int64(4), np.int64(138))","(np.int64(122),)",0.015439493875353346,0.534981343283582,2.8093421921635193,"('American (New)', 'American (Traditional)', 'Pizza')","('Mexican',)"
"(np.int64(4), np.int64(18), np.int64(138))","(np.int64(3),)",0.014483779781935657,0.6497584541062802,2.8087138109831,"('American (Traditional)', 'Breakfast & Brunch', 'Pizza')","('American (New)',)"
"(np.int64(138), np.int64(151))","(np.int64(24),)",0.014281868353748822,0.4000754147812971,2.8084288542098235,"('Pizza', 'Sandwiches')","('Burgers',)"
"(np.int64(18), np.int64(40))","(np.int64(151),)",0.010459011980078073,0.4061683220073184,2.805862436481652,"('Breakfast & Brunch', 'Chinese')","('Sandwiches',)"
"(np.int64(3), np.int64(4), np.int64(138))","(np.int64(154),)",0.01249158702382555,0.4328358208955224,2.804655310451667,"('American (New)', 'American (Traditional)', 'Pizza')","('Seafood',)"
"(np.int64(83), np.int64(122))","(np.int64(138),)",0.010822452550814377,0.4547511312217195,2.8031415149735763,"('Grocery', 'Mexican')","('Pizza',)"
"(np.int64(3), np.int64(4), np.int64(24))","(np.int64(122),)",0.01403957463992462,0.5335038363171356,2.801583374567046,"('American (New)', 'American (Traditional)', 'Burgers')","('Mexican',)"
"(np.int64(3), np.int64(4), np.int64(104))","(np.int64(122),)",0.014901063400188451,0.5324675324675324,2.79614144249756,"('American (New)', 'American (Traditional)', 'Italian')","('Mexican',)"
"(np.int64(3), np.int64(149))","(np.int64(151),)",0.010930138645847355,0.4045839561534629,2.794917435618445,"('American (New)', 'Salad')","('Sandwiches',)"
"(np.int64(18), np.int64(24), np.int64(122))","(np.int64(3),)",0.010580158836990174,0.6458504519309779,2.7918206722886274,"('Breakfast & Brunch', 'Burgers', 'Mexican')","('American (New)',)"
"(np.int64(4), np.int64(18), np.int64(40))","(np.int64(3),)",0.010028267599946157,0.6433506044905009,2.7810145704410165,"('American (Traditional)', 'Breakfast & Brunch', 'Chinese')","('American (New)',)"
"(np.int64(24), np.int64(122), np.int64(138))","(np.int64(3),)",0.010553237313231928,0.6431501230516816,2.780147948417865,"('Burgers', 'Mexican', 'Pizza')","('American (New)',)"
"(np.int64(104), np.int64(138))","(np.int64(151),)",0.014766455781397228,0.40065741417092765,2.767792384113652,"('Italian', 'Pizza')","('Sandwiches',)"
"(np.int64(24), np.int64(104))","(np.int64(138),)",0.013285771974693768,0.44863636363636367,2.7654493407356004,"('Burgers', 'Italian')","('Pizza',)"
"(np.int64(149), np.int64(151))","(np.int64(122),)",0.010055189123704402,0.5264270613107822,2.764421176558847,"('Salad', 'Sandwiches')","('Mexican',)"
"(np.int64(4), np.int64(18), np.int64(24))","(np.int64(3),)",0.01370305559294656,0.6394472361809045,2.764141462578808,"('American (Traditional)', 'Breakfast & Brunch', 'Burgers')","('American (New)',)"
"(np.int64(3), np.int64(4), np.int64(18))","(np.int64(122),)",0.015789473684210527,0.5250671441360788,2.7572798570629318,"('American (New)', 'American (Traditional)', 'Breakfast & Brunch')","('Mexican',)"
"(np.int64(4), np.int64(18), np.int64(122))","(np.int64(3),)",0.015789473684210527,0.6375,2.7557241359245896,"('American (Traditional)', 'Breakfast & Brunch', 'Mexican')","('American (New)',)"
"(np.int64(3), np.int64(83))","(np.int64(104),)",0.01021671826625387,0.4005277044854881,2.754091370439366,"('American (New)', 'Grocery')","('Italian',)"
"(np.int64(43), np.int64(151))","(np.int64(138),)",0.011333961502221025,0.44550264550264546,2.746132719415162,"('Coffee & Tea', 'Sandwiches')","('Pizza',)"
"(np.int64(3), np.int64(4), np.int64(154))","(np.int64(122),)",0.013824202449858661,0.5229124236252546,2.745964794735291,"('American (New)', 'American (Traditional)', 'Seafood')","('Mexican',)"
"(np.int64(4), np.int64(40), np.int64(138))","(np.int64(3),)",0.01010903217122089,0.6337552742616033,2.7395367930230714,"('American (Traditional)', 'Chinese', 'Pizza')","('American (New)',)"
"(np.int64(67), np.int64(151))","(np.int64(138),)",0.010795531027056132,0.44432132963988924,2.738850944154279,"('Fast Food', 'Sandwiches')","('Pizza',)"
"(np.int64(4), np.int64(24), np.int64(138))","(np.int64(3),)",0.013689594831067438,0.6328562538892346,2.7356505935896216,"('American (Traditional)', 'Burgers', 'Pizza')","('American (New)',)"
"(np.int64(24), np.int64(138), np.int64(151))","(np.int64(4),)",0.011266657692825414,0.7888784165881245,2.7311854584924866,"('Burgers', 'Pizza', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(4), np.int64(122), np.int64(138))","(np.int64(3),)",0.015439493875353346,0.630913091309131,2.7272508759080263,"('American (Traditional)', 'Mexican', 'Pizza')","('American (New)',)"
"(np.int64(3), np.int64(83))","(np.int64(138),)",0.011280118454704537,0.44221635883905014,2.7258756470422365,"('American (New)', 'Grocery')","('Pizza',)"
"(np.int64(18), np.int64(104), np.int64(151))","(np.int64(4),)",0.010714766455781398,0.7873392680514343,2.725856753823332,"('Breakfast & Brunch', 'Italian', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(43), np.int64(104))","(np.int64(18),)",0.011105128550275945,0.47715442452284557,2.7225654529801995,"('Coffee & Tea', 'Italian')","('Breakfast & Brunch',)"
"(np.int64(4), np.int64(40), np.int64(122))","(np.int64(3),)",0.010983981693363844,0.6291441788743254,2.719604390118331,"('American (Traditional)', 'Chinese', 'Mexican')","('American (New)',)"
"(np.int64(24), np.int64(151))","(np.int64(138),)",0.014281868353748822,0.44079767345243037,2.7171306970445612,"('Burgers', 'Sandwiches')","('Pizza',)"
"(np.int64(83), np.int64(151))","(np.int64(122),)",0.010028267599946157,0.5173611111111112,2.716813242697706,"('Grocery', 'Sandwiches')","('Mexican',)"
"(np.int64(43), np.int64(104))","(np.int64(138),)",0.010243639790012115,0.4401388085598612,2.713069373374717,"('Coffee & Tea', 'Italian')","('Pizza',)"
"(np.int64(3), np.int64(43), np.int64(151))","(np.int64(4),)",0.010418629694440705,0.7826086956521738,2.7094789821977816,"('American (New)', 'Coffee & Tea', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(3), np.int64(24), np.int64(151))","(np.int64(4),)",0.0131242428321443,0.7818765036086608,2.7069440513136085,"('American (New)', 'Burgers', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(40), np.int64(154))","(np.int64(138),)",0.010001346076187911,0.43886591848789125,2.7052231235036044,"('Chinese', 'Seafood')","('Pizza',)"
"(np.int64(4), np.int64(24), np.int64(122))","(np.int64(3),)",0.01403957463992462,0.6234309623430961,2.6949078431553946,"('American (Traditional)', 'Burgers', 'Mexican')","('American (New)',)"
"(np.int64(18), np.int64(24), np.int64(138))","(np.int64(4),)",0.01141472607349576,0.7758462946020128,2.686066792151344,"('Breakfast & Brunch', 'Burgers', 'Pizza')","('American (Traditional)',)"
"(np.int64(18), np.int64(24), np.int64(151))","(np.int64(4),)",0.010983981693363844,0.7756653992395437,2.6854405121402602,"('Breakfast & Brunch', 'Burgers', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(3), np.int64(24), np.int64(154))","(np.int64(4),)",0.011953156548660655,0.7755458515283843,2.6850266245709604,"('American (New)', 'Burgers', 'Seafood')","('American (Traditional)',)"
"(np.int64(104), np.int64(122), np.int64(151))","(np.int64(4),)",0.010997442455242966,0.7751423149905122,2.683629535867516,"('Italian', 'Mexican', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(122), np.int64(151), np.int64(154))","(np.int64(4),)",0.010135953694979136,0.7746913580246914,2.682068272329869,"('Mexican', 'Sandwiches', 'Seafood')","('American (Traditional)',)"
"(np.int64(24), np.int64(43))","(np.int64(138),)",0.011051285502759457,0.43485169491525427,2.6804789591150215,"('Burgers', 'Coffee & Tea')","('Pizza',)"
"(np.int64(24), np.int64(104), np.int64(138))","(np.int64(4),)",0.010257100551891237,0.7720364741641337,2.6728767669705236,"('Burgers', 'Italian', 'Pizza')","('American (Traditional)',)"
"(np.int64(18), np.int64(24), np.int64(104))","(np.int64(4),)",0.01010903217122089,0.7694672131147541,2.6639816973760406,"('Breakfast & Brunch', 'Burgers', 'Italian')","('American (Traditional)',)"
"(np.int64(3), np.int64(18), np.int64(40))","(np.int64(4),)",0.010028267599946157,0.768041237113402,2.659044808703264,"('American (New)', 'Breakfast & Brunch', 'Chinese')","('American (Traditional)',)"
"(np.int64(18), np.int64(138), np.int64(151))","(np.int64(4),)",0.011360883025979271,0.7665758401453225,2.6539714402272354,"('Breakfast & Brunch', 'Pizza', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(3), np.int64(83))","(np.int64(18),)",0.011858931215506798,0.46490765171503956,2.6526873614370423,"('American (New)', 'Grocery')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(40))","(np.int64(138),)",0.011064746264638579,0.4296915838996341,2.6486714045721715,"('Breakfast & Brunch', 'Chinese')","('Pizza',)"
"(np.int64(24), np.int64(122), np.int64(154))","(np.int64(4),)",0.01016287521873738,0.7649442755825734,2.648322780922238,"('Burgers', 'Mexican', 'Seafood')","('American (Traditional)',)"
"(np.int64(3), np.int64(43), np.int64(138))","(np.int64(4),)",0.010687844932023153,0.7649325626204239,2.6482822293350403,"('American (New)', 'Coffee & Tea', 'Pizza')","('American (Traditional)',)"
"(np.int64(138), np.int64(149))","(np.int64(122),)",0.010203257504374747,0.5039893617021276,2.646594308394081,"('Pizza', 'Salad')","('Mexican',)"
"(np.int64(4), np.int64(83))","(np.int64(138),)",0.013851123973616907,0.42892872030012513,2.6439690201706187,"('American (Traditional)', 'Grocery')","('Pizza',)"
"(np.int64(24), np.int64(83))","(np.int64(18),)",0.010014806838067035,0.46326276463262767,2.6433019035758765,"('Burgers', 'Grocery')","('Breakfast & Brunch',)"
"(np.int64(43), np.int64(154))","(np.int64(18),)",0.010068649885583524,0.46229913473423984,2.6378035882800828,"('Coffee & Tea', 'Seafood')","('Breakfast & Brunch',)"
"(np.int64(18), np.int64(67))","(np.int64(138),)",0.010418629694440705,0.42786069651741293,2.6373855911283277,"('Breakfast & Brunch', 'Fast Food')","('Pizza',)"
"(np.int64(3), np.int64(40), np.int64(138))","(np.int64(4),)",0.01010903217122089,0.7616632860040567,2.636963627422937,"('American (New)', 'Chinese', 'Pizza')","('American (Traditional)',)"
"(np.int64(24), np.int64(104), np.int64(122))","(np.int64(4),)",0.010310943599407726,0.7614314115308151,2.636160852019026,"('Burgers', 'Italian', 'Mexican')","('American (Traditional)',)"
"(np.int64(3), np.int64(104), np.int64(151))","(np.int64(4),)",0.013312693498452013,0.7613548883756737,2.6358959202828225,"('American (New)', 'Italian', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(3), np.int64(24), np.int64(138))","(np.int64(4),)",0.013689594831067438,0.7606581899775616,2.6334838723754803,"('American (New)', 'Burgers', 'Pizza')","('American (Traditional)',)"
"(np.int64(122), np.int64(170))","(np.int64(154),)",0.010176335980616503,0.40601503759398494,2.630864120615538,"('Mexican', 'Steakhouses')","('Seafood',)"
"(np.int64(3), np.int64(67))","(np.int64(138),)",0.012101224929331,0.4264705882352941,2.6288167938931295,"('American (New)', 'Fast Food')","('Pizza',)"
"(np.int64(3), np.int64(151), np.int64(154))","(np.int64(4),)",0.012141607214968366,0.7592592592592592,2.6286406175025805,"('American (New)', 'Sandwiches', 'Seafood')","('American (Traditional)',)"
"(np.int64(18), np.int64(138), np.int64(154))","(np.int64(4),)",0.010055189123704402,0.7583756345177666,2.625581409652572,"('Breakfast & Brunch', 'Pizza', 'Seafood')","('American (Traditional)',)"
"(np.int64(24), np.int64(67))","(np.int64(138),)",0.011953156548660655,0.4258992805755396,2.625295183700368,"('Burgers', 'Fast Food')","('Pizza',)"
