user_id,betweenness_centrality
djxnI8Ux8ZYQJhiOQkrRhA,0.17624815059183707
uIjj7EIVBU4kGNgmKPO02A,0.1453045998841232
r3ov7FgibBx41_W74I1KiA,0.08741732950571851
INxvh4Rixsdfzh6PcWc_pw,0.07375305092937708
SRd7-3R8jG_WHAS5C4BfaQ,0.06530469808859558
TL-wgAhbdROaC4b-DA8-7Q,0.054233384866428425
oygdh1nR-FyWsqP7ajoTvw,0.05337731914642875
tJIzUxwfaLDwO6R6wSZ9vw,0.05277453588220559
jt49xjEjQisu6wTTGn6B3A,0.05197145358820639
C6LV0p8L6IfBfh1YFRkWzQ,0.051165107178772484
wnrHhjDpQk5uLUK7Iku75A,0.049890786611945986
w-w-k-QXosIKQ8HQVwU6IQ,0.04867246669631079
RLqhK8H1QzATUS4vQHoKKg,0.04790906751620559
bnKo6L4MgcUbLZH7fmnkrA,0.04784919936536175
NGBAz-5GCWAv6Em7LtrBeQ,0.04743975244455279
7huCGwcfhkVu0kn5wFSwbQ,0.046974488418904045
vk97VVHn6HHj2ESw7jE-eQ,0.04663504394199565
djXxyyUN_o3JU7k5vGWiUw,0.046535632538964034
VuY4nWfZVLtE6HgCaxtLow,0.046178818783649614
3YSj3Fwf6yt-RlWZSwIjxA,0.045816248740246854
wEjmxj1p9cftZcFKv7F33A,0.04498351675404271
I6bi6DNlQgLH8_zO01dLMw,0.044226547619031116
Kxr2DuTnGnsrftFcl-mu_g,0.04378003101997944
S8aunXrPaNU-WSlWxT_h0Q,0.042222368247689004
I3OQgwgfboTdiMEI04woQA,0.040882345629655065
5Th9zs60z2V8eZFnk3lF3A,0.040216678500690994
Bb_kFZkxOxkKxo2B9NzVNQ,0.04008402630514614
_YBX0Fy9pI0ktOQ9RtFhAg,0.040057853653409276
APoAugdz6nscL4HjF4Oryg,0.03806791526801795
HIxgfkczj3vRhDWM-riKyg,0.03694602604335151
g34Qcj06LmCDhKzksfVNJA,0.03683909145208402
MFVHPttPPtvd_7l7e1uKwQ,0.036652486250773296
6B0VqlKdkUcRxN_Z8INn3w,0.036182632038085395
yoa61s3IdHwi8q5_gLvzaw,0.03549276998085697
trUFnQXasV8l2iJSzZKXrg,0.03524119465350054
LkP5uU4ncr5MgNp8ercSCA,0.03356421306650563
lTTSCUznpdpwynlMcZW0IA,0.03335695015866116
pUNvLJwdJIOemOgU98mp1w,0.033017471728401845
UVxY0iyPaqY7s4BSFtt-xA,0.03263595630846703
Bw7S12p7KWjvgO9lz99s7Q,0.0304695481586823
L27OShvycGmVOkAxD1h86A,0.029151289361830642
70y7ExiEHrawld5lruwUVw,0.028950689155286445
3mGEETWKxyAzEd8tq1m5bw,0.02879329000593258
yiYUEExKfZEv_T8CFTBGRA,0.028778368518733388
oFP9OIPO-Dnn-G1wfDsWwg,0.027878406370955306
y_PMpgAxTWUIYAmzfFc6VA,0.027724074149121935
vU2f8XktlbnwS5f2K4H7fQ,0.027372186301027092
QGbaYpENXZ5oVCP4khB9Dg,0.027272535496928648
m07sy7eLtOjVdZ8oN9JKag,0.027000454474685544
oyXIV-9GRBBZrFydPCaR2w,0.025935948120226343
pw1i-26FQLmxMcIY1tAEtA,0.025828575440291844
zc7wQeHkJS5tliTg78hjJw,0.025795349392400312
A0j21z2Q1HGic7jW6e9h7A,0.02558221775127637
hHCPZz3qXDTo1rX_ZC9ZKA,0.025363394311260133
vc4mkEa6Ug5cQudS0EfytQ,0.024094900869916776
ZI2KbSicobw2PJCGc3SSuw,0.023892983809743445
954d8YJk_jrJC0zaQt4quA,0.023835032414692245
-xDW3gYiYaoeVASXywTPgw,0.023235063574658876
mgpCWdcyglWx6QOxQkyamQ,0.023133666008070316
hn18xnU4C5wM_rlQ06FANA,0.02304960492719289
rza8OHlKg96hn7_agZ7hmg,0.022050809404779253
VFvPJLGeuvx1Ms7SV2NT5A,0.021962958112406887
vFURyX8yxN-40hzspjO4zQ,0.021360879275556896
_5J6ywlKdQ4wkf6wh9wEtA,0.021142190311118567
QQtoHnP0cP7nzNnUob_1CQ,0.020829624711596124
HhGJrpkv0UlGiDN-xwC56g,0.020687069321685177
8KXg1e69NME-6tZLUj5KqQ,0.020610905258575986
zWC1npRbmWO2bZRt2fYgfw,0.020437795979906664
4H7vPaP8mjn0NLDLunWQlg,0.02040624500587535
pwxGBLV_gRsn_vDN1CK8bQ,0.02029220505287069
I9u9HSCd6P4RtdlWbM7Wcw,0.020213345362908718
9Ad271S6M6PKeSvKuR6owg,0.020209866764415975
NdJ7SO6icbWzX5nmeI7W3A,0.019956416813124125
igP6Aja7_7dXwVQkbir38w,0.019828741238891487
BAJiySW4TVFWBBifbt7ygg,0.019657664279354763
MKDVsEzQK48og5S0MItoyg,0.019595245141864625
0xvuzikprntluzM6H6t7_Q,0.01958791180950634
